"ID";"Telefon dienstlich";"Mobiltelefon";"Fax";"Telefon privat";"Pager-Nummer";"Andere Telefonnummer";"E-Mail dienstlich";"E-Mail privat";"Andere E-Mail";"Verantwortlich";"Logo";"Unternehmensname";"Unternehmenstyp";"Mitarbeiter";"Unternehmenswebsite";"Persönliche Seite";"Facebook-Seite";"LiveJournal";"Twitter";"Andere Website";"Skype-ID";"ICQ-Nummer";"MSN/Live!";"Jabber";"Andere Kontaktmöglichkeit";"Adresse";"Straße";"Zimmernummer / Raum";"Stadt";"Region";"Bundesland / Kanton";"PLZ";"Land";"Rechnungsadresse";"Straße (für Rechnungen)";"Zimmernummer / Raum (für Rechnungen)";"Stadt (für Rechnungen)";"Region (für Rechnungen)";"Bundesland / Kanton (für Rechnungen)";"PLZ (für Rechnungen)";"Land (für Rechnungen)";"Bankverbindung";"Branche";"Jahresgewinn";"Währung";"Kommentar";"Erstellt von";"Erstellt am";"Geändert von";"Geändert am";"Zusatz";"Straße";"PLZ";"Ort";"Land";"Sperrvermerk";"Attribute";"Klientensegmentierung";"Wunschklient";"Letzte Rechnungsstellung (Jahr)";"VS_Kontaktperson";
"438";"+49 (5731) 791-0";"";"+49 (5731) 79177-0";"";"";"";"";"";"";"Martin Mittendorf";"";"IMI Precision Engineering - Buschjost GmbH";"# nicht ausgewählt #";"<100";"http://www.buschjost.de/";"";"";"";"";"";"";"";"";"";"";"Detmolder Str. 256<br />
32545 Bad Oeynhausen<br/>";"Detmolder Str. 256
32545 Bad Oeynhausen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"Postfach 100252-53 32502 Bad Oeynhausen.<br>Früher Buschjost GmbH, im Januar 2015 Umfirmierung zu IMI Precision Engineering.<br>";"Tim Comanns";"19.12.2013 15:19:13";"Azra Avdagic";"29.01.2015 13:43:51";"";"Detmolder Str. 256";"32545";"Bad Oeynhausen";"DE";"";"";"";"nein";"0";"Lars Vollmer";
"1300";"+49 (7161) 9659500";"";"+49 (7161) 9659505";"";"";"";"";"";"";"Tim Comanns";"";"Kompetenznetzwerk Mechatronik BW e.V.";"# nicht ausgewählt #";"<100";"http://www.mechatronik-ev.de";"";"";"";"";"";"";"";"";"";"";"Manfred-Wörner-Strasse 115<br />
73037 Göppingen<br/>";"Manfred-Wörner-Strasse 115
73037 Göppingen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Tim Comanns";"19.12.2013 15:19:40";"Nicole Tietz";"14.12.2015 13:24:11";"";"Manfred-Wörner-Strasse 115";"73037";"Göppingen";"DE";"";"";"";"nein";"0";"Nicole Tietz";
"1928";"+49 (0) 700 88 63 70 00";"";"+49 (0) 511 807 44 99";"";"";"+49 (0) 511 807 41 66";"";"";"";"Tim Comanns";"";"Vollmer & Scheffczyk GmbH  (Hannover)";"";"";"";"";"";"";"";"";"";"";"";"";"";"Leisewitzstraße 41<br />
30175 Hannover<br/>";"Leisewitzstraße 41
30175 Hannover";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"D-U-N-S Nummer: 31-487-4699 (manchmal auch ohne Bindestrich einzugeben) Steuernummer 25/210/12488 Umsatzsteuer-ID DE212464912 Planspielverkauf und VSD (wenn nicht über imatech) Kontakt und Abschluss an Berater weitergeben - 17% Konto: 5427422 BLZ: 25070024 (Deutsche Bank, Filiale 670)";"Tim Comanns";"19.12.2013 15:20:00";"Anna Ljubomirska";"22.04.2014 15:02:42";"";"Leisewitzstraße 41";"30175";"Hannover";"DE";"";"";"";"nein";"";"Benno Löffler";
"1850";"+49 (511) 3889638";"";"+49 (511) 70038194";"";"";"";"info@technik-punkt.de";"";"";"Tim Comanns";"";"Technik Punkt Hannover";"";"";"http://www.technik-punkt.de";"";"";"";"";"";"";"";"";"";"";"Oberstr. 26<br />
30167 Hannover<br/>";"Oberstr. 26
30167 Hannover";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Wartungstage für Wartungsvertragskunden: immer Di, Mi und Do.";"Tim Comanns";"19.12.2013 15:19:57";"Tim Comanns";"19.12.2013 15:19:57";"Inh. Dietrich Bergmann";"Oberstr. 26";"30167";"Hannover";"DE";"";"";"";"nein";"";"Lars Vollmer";
"2193";"";"";"";"";"";"";"";"";"";"Nicole Tietz";"";"Technische Universität Braunschweig";"Sonstiges";"<100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Sonstiges";"0";"Euro";"";"Nicole Tietz";"28.05.2014 13:31:26";"Nicole Tietz";"28.05.2014 13:31:54";"Institut für Wirtschaftsinformatik";"Mühlenpfordtstraße 23";"38106 ";"Braunschweig";"";"";"";"";"nein";"";"Andreas Melemenidis";
"357";"+55 (11) 98 57 50 60";"";"";"";"";"";"";"";"";"Tim Comanns";"";"beta codex network";"";"";"http://www.betacodex.org";"";"";"";"";"";"";"";"";"";"";"Al. Santos, 1.991 - 3°<br />
SAO PAULO - SP<br />
01419-002<br />
Brazil<br/>";"Al. Santos, 1.991 - 3°
SAO PAULO - SP
01419-002
Brazil";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:10";"Tim Comanns";"19.12.2013 15:19:10";"";"Al. Santos, 1.991 - 3°";"01419-002";"Sao Paulo - SP";"BR";"";"";"";"nein";"";"Nicole Tietz";
"2201";"+49 (0) 40 600 88 57 30";"";"+49 (0) 40 600 88 57 50";"";"";"";"info@hanse-aerospace.net";"";"";"Azra Avdagic";"";"Hanse Aerospace e.V.";"# nicht ausgewählt #";"<100";"www.hanse-aerospace.net";"";"";"";"";"";"";"";"";"";"";"Holzmuehlenstraße 84<br />
D-22041 Hamburg<br/>";"Holzmuehlenstraße 84
D-22041 Hamburg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"Verband Luft- und Raumfahrtorientierter Unternehmen<br>";"Azra Avdagic";"28.05.2014 15:09:45";"Azra Avdagic";"28.05.2014 15:09:45";"";"";"";"";"";"";"";"";"nein";"";"";
"2202";"+49 40 6378 - 5900";"";"+49 40 6378 - 4248";"";"";"";" kontakt@agvnord.de";"";"";"Azra Avdagic";"";"Allgemeiner Verband der Wirtschaft Norddeutschlands e.V.";"# nicht ausgewählt #";"<100";"www.agvnord.de";"";"";"";"";"";"";"";"";"";"";"Kapstadtring 10<br />
22297 Hamburg<br/>";"Kapstadtring 10
22297 Hamburg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Azra Avdagic";"28.05.2014 15:14:39";"Azra Avdagic";"28.05.2014 15:14:39";"";"";"";"";"";"";"";"";"nein";"";"";
"2204";"";"";"+49 (0) 40 42875-8799";"";"";"";"freundeskreis_mp@rzbt.haw-hamburg.de";"";"";"Azra Avdagic";"";"Freundeskreis Maschinenbau und Produktion Berliner Tor e.V.";"# nicht ausgewählt #";"<100";"www.freundeskreis-berlinertor.de";"";"";"";"";"";"";"";"";"";"";"Berliner Tor 21<br />
20099 Hamburg<br/>";"Berliner Tor 21
20099 Hamburg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Azra Avdagic";"28.05.2014 15:35:24";"Azra Avdagic";"28.05.2014 15:35:24";"";"";"";"";"";"";"";"";"nein";"";"";
"1029";"+49 (931) 3511-0";"";"";"";"";"";"";"";"";"Tim Comanns";"";"Hochschule für angewandte Wissenschaften";"";"";"http://fbw.fhws.de/de/fakultaet/personal/ansprechpartner";"";"";"";"";"";"";"";"";"";"";"Münzstr. 12<br />
97070 Würzburg<br/>";"Münzstr. 12
97070 Würzburg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:31";"Tim Comanns";"19.12.2013 15:19:31";"Fakultät Wirtschaftswissenschaften";"Münzstr. 12";"97070";"Würzburg";"DE";"";"";"";"nein";"";"Benno Löffler";
"2057";"+49 (6151) 503349-0";"";"+49 (6151) 503349-33";"";"";"";"";"";"";"Tim Comanns";"";"wibas GmbH";"";"";"http://www.wibas.com/de/";"";"";"";"";"";"";"";"";"";"";"Otto-Hesse-Straße 19 B<br />
64293 Darmstadt<br/>";"Otto-Hesse-Straße 19 B
64293 Darmstadt";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:20:04";"Azra Avdagic";"20.03.2014 16:06:49";"Management Consultants";"Otto-Hesse-Straße 19 B";"64293";"Darmstadt";"DE";"";"";"";"nein";"";"Nicole Tietz";
"1145";"+49 (611) 450 416 50";"";"+49 (611) 450 416 59";"";"";"";"wiesbaden@insights-group.de";"";"";"Tim Comanns";"";"Insights Group Deutschland GmbH (Wiesbaden)";"";"";"http://www.insights-group.de";"";"";"";"";"";"";"";"";"";"";"Luisenplatz 1<br />
65185 Wiesbaden<br/>";"Luisenplatz 1
65185 Wiesbaden";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:35";"Boris Kesseler";"09.07.2014 16:49:59";"";"Luisenplatz 1";"65185";"Wiesbaden";"DE";"";"";"";"nein";"";"Nicole Tietz";
"2205";"+49 40 766 29-6321";"";"+49 40 766 29-6329";"";"";"";"sperling@tutech.de";"";"";"Azra Avdagic";"";"HanseSupplier c/o TuTech Innovation GmbH";"# nicht ausgewählt #";"<100";"";"";"";"";"";"";"";"";"";"";"";"Harburger Schloßstr. 6-12<br />
21079 Hamburg<br/>";"Harburger Schloßstr. 6-12
21079 Hamburg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Azra Avdagic";"28.05.2014 15:41:10";"Azra Avdagic";"28.05.2014 15:41:10";"";"";"";"";"";"";"";"";"nein";"";"";
"1912";"+49 (711) 7838-0";"";"+49 (711) 7838-0";"";"";"+49 (173) 5611036";"";"";"";"Tim Comanns";"";"U.I. Lapp GmbH";"";"";"http://www.lappkabel.de/index.php?id=3&L=lhrxobwkmnxblals&rel=3236d673";"";"";"";"";"";"";"";"";"";"";"Schulze-Delitzsch-Str. 25<br />
70565 Stuttgart<br/>";"Schulze-Delitzsch-Str. 25
70565 Stuttgart";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:59";"Tim Comanns";"19.12.2013 15:19:59";"";"Schulze-Delitzsch-Str. 25";"70565";"Stuttgart";"DE";"";"";"";"nein";"";"Nicole Tietz";
"1435";"+49 (4961) 81-0";"";"";"";"";"";"";"";"";"Tim Comanns";"";"MEYER WERFT GmbH & Co.KG";"Klient";"<100";"http://www.meyerwerft.de";"";"";"";"";"";"";"";"";"";"";"Industriegebiet Süd<br />
26871 Papenburg<br/>";"Industriegebiet Süd
26871 Papenburg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Sonstiges";"0";"Euro";"ab 1.10.14 GmbH &amp; Co.KG<br>";"Tim Comanns";"19.12.2013 15:19:44";"Nicole Tietz";"10.10.2014 13:14:17";"";"Industriegebiet Süd";"26871";"Papenburg";"DE";"";"Höchstleisterstudie 2014: Potenzieller Kandidat";"";"ja";"0";"Benno Löffler";
"568";"+49 (511) 365 27 00";"";"";"";"";"";"";"";"";"Tim Comanns";"";"Deutsche Bank Hannover";"";"";"https://www.deutsche-bank.de/index.htm";"";"";"";"";"";"";"";"";"";"";"Georgsplatz 20<br />
30159 Hannover<br/>";"Georgsplatz 20
30159 Hannover";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:17";"Tim Comanns";"19.12.2013 15:19:17";"";"Georgsplatz 20";"30159";"Hannover";"DE";"";"";"";"nein";"";"Lars Vollmer";
"1975";"+49 (89) 22844327";"";"+49 (89) 22844326";"";"";"";"";"";"";"Tim Comanns";"";"Vollmer & Scheffczyk GmbH";"";"";"";"";"";"";"";"";"";"";"";"";"";"Stieglitzweg 44<br />
81827 München<br/>";"Stieglitzweg 44
81827 München";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:20:02";"Tim Comanns";"19.12.2013 15:20:02";"";"Stieglitzweg 44";"81827";"München";"DE";"";"";"";"nein";"";"Benno Löffler";
"1468";"+49 (391) 5046-0";"";"+49 (391) 5046-500";"";"";"";"";"";"";"Tim Comanns";"";"MTU Reman Technologies GmbH";"# nicht ausgewählt #";"<100";"http://www.skl-motor.com/";"";"";"";"";"";"";"";"";"";"";"Friedrich-List-Str. 8<br />
39122 Magdeburg<br/>";"Friedrich-List-Str. 8
39122 Magdeburg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"22.09.2012: MTU Reman Technologies GmbH ist der neue Name der bisherigen SKL Motor GmbH in Magdeburg.<br><br><div><div>
<h2>MTU Reman Technologies</h2>
</div><p>Die MTU Reman Technologies GmbH in Magdeburg ist das Technologiezentrum für das serienmäßige Remanufacturing von MTU-Motoren. Hier werden komplette MTU-Motoren nach standardisierten Verfahren wiederaufgearbeitet und für ein weiteres Motorenleben fit gemacht. Ebenso werden einzelne Komponenten aufgearbeitet und als Reman-Teile weiterverwendet. </p> <p>Das ist für den Kunden kostengünstig und schont die wertvollen Rohstoffvorkommen. MTU Reman Technologies entwickelt, eingebettet in die forschungs- und Entwicklungs-Organisation für MTU-Motoren und -Antriebssysteme, die Verfahren und Prozesse, die weltweit für serienmäßiges Remanufacturing eingesetzt werden </p></div><br>";"Tim Comanns";"19.12.2013 15:19:45";"Johannes Gehrmann";"23.09.2014 14:39:33";"";"Friedrich-List-Str. 8";"39122";"Magdeburg";"DE";"";"";"";"ja";"2006";"Nicole Tietz";
"2186";"";"";"";"";"";"";"";"";"";"Andreas Melemenidis";"";"Milliarum GmbH & Co. KG";"Partner";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Hennes-Weisweiler-Allee 14<br />
41179 Mönchengladbach<br/>";"Hennes-Weisweiler-Allee 14
41179 Mönchengladbach";"";"";"";"";"";"";"";"Informationstechnologie";"";"";"";"Andreas Melemenidis";"12.05.2014 16:11:30";"Andreas Melemenidis";"12.05.2014 16:11:30";"";"";"";"";"";"";"";"";"nein";"";"";
"1015";"+49 (4531) 509-0";"";"";"";"";"";"info@herose.com";"";"";"Tim Comanns";"";"Herose GmbH  Armaturen und Metalle";"# nicht ausgewählt #";"<100";"http://www.herose.com";"";"";"";"";"";"";"";"";"";"";"Elly-Heuss-Knapp-Strasse 12<br />
23843 Bad Oldesloe<br/>";"Elly-Heuss-Knapp-Strasse 12
23843 Bad Oldesloe";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"";"Geschäftsführung / Executive board: Dipl.-Kfm. Wilfried W. Zschalich Dipl.-Jur. Dirk M. Zschalich, MBE Registergericht / register court: AG Lübeck, HRB 1517 Bad Oldesloe";"Tim Comanns";"19.12.2013 15:19:31";"Nicole Tietz";"14.10.2014 14:27:19";"";"Elly-Heuss-Knapp-Strasse 12";"23843";"Bad Oldesloe";"DE";"";"";"";"ja";"";"Nicole Tietz";
"868";"+49 (8141) 355 58-0";"";"+49 (8141) 355 58-100";"";"";"";"";"";"";"Tim Comanns";"";"German Speakers Association e.V.";"";"";"http://www.germanspeakers.org";"";"";"";"";"";"";"";"";"";"";"Hauptstrasse 40<br />
82223 Eichenau b. München<br/>";"Hauptstrasse 40
82223 Eichenau b. München";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:26";"Tim Comanns";"19.12.2013 15:19:26";"";"Hauptstrasse 40";"82223";"Eichenau b. München";"DE";"";"";"";"nein";"";"Nicole Tietz";
"1563";"+49 (91) 8128-0";"";"";"";"";"";"";"";"";"Tim Comanns";"";"PFLEIDERER Engineering International GmbH";"";"";"http://www.pfleiderer.com";"";"";"";"";"";"";"";"";"";"";"Ingolstädter Strasse 51<br />
92318 Neumarkt<br/>";"Ingolstädter Strasse 51
92318 Neumarkt";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:48";"Azra Avdagic";"12.08.2014 16:14:54";"";"Ingolstädter Strasse 51";"92318";"Neumarkt";"DE";"";"";"";"nein";"";"Nicole Tietz";
"853";"+49 (2191) 596-900";"";"+49 (2191) 596-999";"";"";"";"";"";"";"Michael Kasteleiner";"";"Gedore-Werkzeugfabrik Otto Dowidat KG";"# nicht ausgewählt #";"<100";"http://www.gedore.de/de/";"";"";"";"";"";"";"";"";"";"";"Remscheider Str. 149<br />
42899 Remscheid<br/>";"Remscheider Str. 149
42899 Remscheid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Tim Comanns";"19.12.2013 15:19:26";"Beate Büder-Wendelborn";"24.03.2016 09:19:25";"";"Remscheider Str. 149";"42899";"Remscheid";"DE";"";"";"C-Kunde = 150 - 50 Mio. Umsatz";"ja";"0";"Benno Löffler";
"394";"+49 (2572) 203-0";"";"+49 (2572) 203-109";"";"";"";"";"";"";"Benno Löffler";"";"BOS GmbH Best Of Steel";"";"";"http://www.bos-gmbh.com/";"";"";"";"";"";"";"";"";"";"";"Lütkenfelde 4<br />
48282 Emsdetten<br/>";"Lütkenfelde 4
48282 Emsdetten";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:11";"Azra Avdagic";"09.03.2015 13:37:20";"";"Lütkenfelde 4";"48282";"Emsdetten";"DE";"";"";"";"nein";"";"Nicole Tietz";
"2393";"";"";"";"";"";"";"";"";"";"Nicole Tietz";"";"tebble GmbH";"Sonstiges";"<100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Bertastr. 3<br />
D-30159 Hannover<br />
Fon: 0511 5335 5493<br/>";"Bertastr. 3
D-30159 Hannover
Fon: 0511 5335 5493";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Nicole Tietz";"11.09.2014 13:11:49";"Nicole Tietz";"11.09.2014 13:11:49";"";"Unter den Linden 10 ";"10117 ";"Berlin ";"";"";"";"";"nein";"0";"";
"844";"+49 (2242) 8809-0";"";"+49 (2242) 8809-6210";"";"";"";"";"";"";"Tim Comanns";"";"Gebr. Steimel GmbH & Co.";"";"";"http://www.steimel.com/";"";"";"";"";"";"";"";"";"";"";"Johann-Steimel-Platz 1<br />
53773 Hennef (Sieg)<br/>";"Johann-Steimel-Platz 1
53773 Hennef (Sieg)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:26";"Martin Akar";"12.08.2014 16:49:24";"";"Johann-Steimel-Platz 1";"53773";"Hennef (Sieg)";"DE";"";"";"";"nein";"";"Lars Vollmer";
"1600";"+49 (34243) 74-0";"";"+49 (34243) 22159";"";"";"";"";"";"";"Benno Löffler";"";"Profiroll Technologies GmbH";"";"";"http://www.profiroll.de";"";"";"";"";"";"";"";"";"";"";"PEE-WEE-Straße 1<br />
04849 Bad Düben<br/>";"PEE-WEE-Straße 1
04849 Bad Düben";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:48";"Azra Avdagic";"09.03.2015 13:06:43";"";"PEE-WEE-Straße 1";"4849";"Bad Düben";"DE";"";"";"";"nein";"";"Kai Raedisch";
"1034";"+49 (7022) 201-0";"";"+49 (7022) 201-392";"";"";"";"";"";"";"Tim Comanns";"";"Hochschule für Wirtschaft und Umwelt Nürtingen-Geislingen (HfWU)";"# nicht ausgewählt #";"<100";"";"";"";"";"";"";"";"";"";"";"";"Neckarsteige 6-10 (Campus Innenstadt<br />
72622 Nürtingen<br/>";"Neckarsteige 6-10 (Campus Innenstadt
72622 Nürtingen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Tim Comanns";"19.12.2013 15:19:31";"Nicole Tietz";"28.05.2014 11:39:23";"Fakultät Agrarwirtschaft, Volkswirtschaft und Management (FAVM)";"Neckarsteige 6-10 ";"72622";"Nürtingen";"DE";"";"";"";"nein";"";"Nicole Tietz";
"690";"+49 (2353) 708-0";"";"";"";"";"";"";"";"";"Tim Comanns";"";"Escha Bauelemente GmbH";"";"";"http://www.escha.de/";"";"";"";"";"";"";"";"";"";"";"Elberfelder Str. 32<br />
58553 Halver<br/>";"Elberfelder Str. 32
58553 Halver";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:21";"Tim Comanns";"19.12.2013 15:19:21";"";"Elberfelder Str. 32";"58553";"Halver";"DE";"";"";"";"nein";"";"Nicole Tietz";
"1400";"+49 (211) 92483-0";"";"";"";"";"";"sales@mae-goetzen.de";"";"";"Michael Kasteleiner";"";"MAE. Maschinen- und Apparatebau Götzen GmbH";"# nicht ausgewählt #";"<100";"http://www.mae-goetzen.de";"";"";"";"";"";"";"";"";"";"";"Steinhof 65 <br />
40699 Erkrath<br/>";"Steinhof 65 
40699 Erkrath";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"";"Besucheradresse: Steinhof 51, 40699 Erkrath, Deutschland";"Tim Comanns";"19.12.2013 15:19:42";"Nicole Tietz";"21.11.2014 16:33:27";"MAE";"Steinhof 65";"40699";"Erkrath";"DE";"";"";"";"nein";"";"Lars Vollmer";
"2390";"0049-821-24010-60";"+49 176 10086413";"";"";"";"";"re@packinvest.de";"";"";"Benno Löffler";"";"PackInvest AG";"Investor";"<100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Nicole Tietz";"08.09.2014 11:47:30";"Nicole Tietz";"08.09.2014 11:47:30";"";"Werner-Haas-Str. 8 ";"86153 ";"Augsburg";"";"";"";"";"nein";"0";"";
"2429";"";"";"";"";"";"";"";"";"";"Nicole Tietz";"";"BEGO Bremer Goldschlägerei";"# nicht ausgewählt #";"<100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Nicole Tietz";"25.09.2014 15:55:37";"Nicole Tietz";"25.09.2014 15:55:37";"Wilh. Herbst GmbH & Co. KG ";"Wilhelm-Herbst-Str. 1";"28359 ";"Bremen";"";"";"";"";"nein";"0";"";
"1788";"+49 (511) 30 00 - 80 01";"";"+49 (511) 30 00 - 83 01";"";"";"";"";"";"";"Nicole Tietz";"";"Sparkasse Hannover";"# nicht ausgewählt #";"<100";"http://www.sparkasse-hannover.de";"";"";"";"";"";"";"";"";"";"";"Raschplatz 4<br />
30161 Hannover<br/>";"Raschplatz 4
30161 Hannover";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"<p>BLZ 250 501 80</p> <p>Kontonr. 910032483 </p> <p>BIC: SPKHDE2HXXX </p> <p>IBAN: DE37 2505 0180 0910 0324 83</p> <br>Legitimations-ID: 0808700281762278, neuer Anmeldename ab 15.1.14: v_und-S, PIN wie gehabt...<br>";"Tim Comanns";"19.12.2013 15:19:55";"Nicole Tietz";"02.11.2015 12:14:44";"FirmenkundenCenter";"Raschplatz 4";"30161";"Hannover";"DE";"";"";"";"nein";"0";"Nicole Tietz";
"1785";"+49 (531) 28904-0";"";"+49 (531) 28906-52";"";"";"";"";"";"";"Tim Comanns";"";"Solvis GmbH & Co KG";"";"";"http://www.solvis.de/";"";"";"";"";"";"";"";"";"";"";"Grotrian-Steinweg-Str. 12<br />
38112 Braunschweig<br/>";"Grotrian-Steinweg-Str. 12
38112 Braunschweig";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:55";"Johannes Gehrmann";"13.08.2014 16:10:33";"";"Grotrian-Steinweg-Str. 12";"38112";"Braunschweig";"DE";"";"";"";"nein";"";"Nicole Tietz";
"1212";"+49 (9561) 866-0";"";"+49 (9561) 866-2003";"";"";"";"";"";"";"Tim Comanns";"";"KAPP Technologie GmbH";"";"";"http://www.kapp-coburg.de";"";"";"";"";"";"";"";"";"";"";"Gärtnersleite 2<br />
96450 Coburg<br/>";"Gärtnersleite 2
96450 Coburg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Ist Tochterunternehmen von KAPP Werkzeugmaschinen GmbH";"Tim Comanns";"19.12.2013 15:19:37";"Nicole Tietz";"10.02.2014 18:06:06";"";"Gärtnersleite 2";"96450";"Coburg";"DE";"";"";"";"nein";"";"Nicole Tietz";
"1494";"+49 (30) 93033-0";"";"+49 (30) 93033-4003";"";"";"";"";"";"";"Tim Comanns";"";"NILES Werkzeugmaschinen GmbH";"";"";"http://www.kapp-niles.com";"";"";"";"";"";"";"";"";"";"";"Nordring 20<br />
12681 Berlin<br/>";"Nordring 20
12681 Berlin";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Ist Tochterunternehmen von KAPP Werkzeugmaschinen GmbH";"Tim Comanns";"19.12.2013 15:19:45";"Nicole Tietz";"27.11.2014 16:00:29";"";"Nordring 20";"12681";"Berlin";"DE";"";"";"";"nein";"";"Nicole Tietz";
"590";"+49 (8191) 3351-0";"";"";"";"";"";"";"";"";"Benno Löffler";"";"Dittel Messtechnik GmbH";"# nicht ausgewählt #";"<100";"http://www.dittel.com/index.php/de/";"";"";"";"";"";"";"";"";"";"";"Erpftinger Strasse 36<br />
86899 Landsberg am Lech<br/>";"Erpftinger Strasse 36
86899 Landsberg am Lech";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Tim Comanns";"19.12.2013 15:19:18";"Beate Büder-Wendelborn";"22.11.2016 15:25:58";"";"Erpftinger Strasse 36";"86899";"Landsberg am Lech";"DE";"";"";"D-Kunde = unter 50 Mio. Umsatz";"ja";"2010";"Andreas Simon";
"2435";"02195 671 0";"";"";"";"";"";"";"";"";"Andreas Simon";"";"Klaus Kuhn Edelstahlgiesserei GmbH";"Klient";"200-350";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Produktion";"0";"Euro";"";"Andreas Simon";"07.10.2014 16:38:50";"Johannes Gehrmann";"09.04.2015 14:07:59";"";"Otto-Hahn-Straße 12-14";"42477";"Radevormwald";"";"";"";"D-Kunde = unter 50 Mio. Umsatz";"ja";"0";"";
"337";"+49 (2961) 783-0";"";"+49 (2961) 78349-50";"";"";"";"";"";"";"Tim Comanns";"";"BBE GmbH";"# nicht ausgewählt #";"<100";"http://www.bos-gmbh.com/";"";"";"";"";"";"";"";"";"";"";"Am Patbergschen Dorn 2<br />
59929 Brilon<br/>";"Am Patbergschen Dorn 2
59929 Brilon";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Tim Comanns";"19.12.2013 15:19:10";"Johannes Gehrmann";"12.09.2014 20:00:13";"Briloner Bauerzeugnisse GmbH";"Am Patbergschen Dorn 2";"59929";"Brilon";"DE";"";"";"";"nein";"2013";"Benno Löffler";
